Id;EDT;Nombre;Comienzo;Fin;Duracion;Programado;Real;Nivel_de_esquema
800;1.1.1.2.2.1.3.4.4;Accesorios;14-03-22;17-03-22;4 días;0;0;9
801;1.1.1.2.2.1.3.4.5;Aseo;14-03-22;29-03-22;12 días;0;0;9
802;1.1.1.2.2.1.3.4.6;R1;15-03-22;24-03-22;8 días;0;0;9
803;1.1.1.2.2.1.4;Sector 4 (local 13,14,15);03-02-22;12-04-22;49 días;6;0;7
804;1.1.1.2.2.1.4.1;Fase 1;03-02-22;24-02-22;16 días;19,35;0;8
805;1.1.1.2.2.1.4.1.1;Radier;03-02-22;11-02-22;7 días;42,86;0;9
806;1.1.1.2.2.1.4.1.2;Descarachado Muros y Cielos;04-02-22;14-02-22;7 días;28,57;0;9
807;1.1.1.2.2.1.4.1.3;Decargas ALC;07-02-22;09-02-22;3 días;33,33;0;9
808;1.1.1.2.2.1.4.1.4;Trazado de Tabiques;15-02-22;16-02-22;2 días;0;0;9
809;1.1.1.2.2.1.4.1.5;Rinconeo y Maquillaje de Muros;15-02-22;18-02-22;4 días;0;0;9
810;1.1.1.2.2.1.4.1.6;Maquillaje de Cielos;15-02-22;24-02-22;8 días;0;0;9
811;1.1.1.2.2.1.4.2;Fase 2;16-02-22;15-03-22;20 días;0;0;8
812;1.1.1.2.2.1.4.2.1;Estructura Tabique;16-02-22;23-02-22;6 días;0;0;9
813;1.1.1.2.2.1.4.2.2;1era Cara Tabique;21-02-22;24-02-22;4 días;0;0;9
814;1.1.1.2.2.1.4.2.3;Instalaciones;21-02-22;01-03-22;7 días;0;0;9
815;1.1.1.2.2.1.4.2.4;2da Cara Tabique;24-02-22;02-03-22;5 días;0;0;9
816;1.1.1.2.2.1.4.2.5;Huincha de Tabiques y cuadratura de Cajas;03-03-22;14-03-22;8 días;0;0;9
817;1.1.1.2.2.1.4.2.6;Recepcion;15-03-22;15-03-22;1 día;0;0;9
818;1.1.1.2.2.1.4.3;Fase 3;16-03-22;25-03-22;8 días;0;0;8
819;1.1.1.2.2.1.4.3.1;Cortinas Metalicas;16-03-22;17-03-22;2 días;0;0;9
820;1.1.1.2.2.1.4.3.2;Pintura;18-03-22;25-03-22;6 días;0;0;9
821;1.1.1.2.2.1.4.4;Fase 4;21-03-22;12-04-22;17 días;0;0;8
822;1.1.1.2.2.1.4.4.1;Artefactos;21-03-22;22-03-22;2 días;0;0;9
823;1.1.1.2.2.1.4.4.2;Muebles de Baño;22-03-22;22-03-22;1 día;0;0;9
824;1.1.1.2.2.1.4.4.3;Ceramica Piso;22-03-22;22-03-22;1 día;0;0;9
825;1.1.1.2.2.1.4.4.4;Quincalleria;23-03-22;24-03-22;2 días;0;0;9
826;1.1.1.2.2.1.4.4.5;Accesorios;28-03-22;31-03-22;4 días;0;0;9
827;1.1.1.2.2.1.4.4.6;Aseo;28-03-22;12-04-22;12 días;0;0;9
828;1.1.1.2.2.1.4.4.7;R1;29-03-22;07-04-22;8 días;0;0;9
829;1.1.1.2.2.2;Piso 2;14-01-22;27-05-22;95 días;5,36;0;6
830;1.1.1.2.2.2.1;Sector 1;14-01-22;19-04-22;67 días;17,63;0;7
831;1.1.1.2.2.2.1.1;Fase 1;14-01-22;03-02-22;15 días;100;0;8
832;1.1.1.2.2.2.1.1.1;Descarachado Muros y Cielos;14-01-22;24-01-22;7 días;100;0;9
833;1.1.1.2.2.2.1.1.2;Decargas ALC;17-01-22;19-01-22;3 días;100;0;9
834;1.1.1.2.2.2.1.1.3;Trazado de Tabiques;25-01-22;26-01-22;2 días;100;0;9
835;1.1.1.2.2.2.1.1.4;Rinconeo y Maquillaje de Muros;25-01-22;28-01-22;4 días;100;0;9
836;1.1.1.2.2.2.1.1.5;Maquillaje de Cielos;25-01-22;03-02-22;8 días;100;0;9
837;1.1.1.2.2.2.1.1.6;Grada Buque;27-01-22;03-02-22;6 días;100;0;9
838;1.1.1.2.2.2.1.2;Fase 2;28-01-22;07-03-22;27 días;20,78;0;8
839;1.1.1.2.2.2.1.2.1;Estructura Tabique;28-01-22;04-02-22;6 días;100;0;9
840;1.1.1.2.2.2.1.2.2;1era Cara Tabique;02-02-22;07-02-22;4 días;100;0;9
841;1.1.1.2.2.2.1.2.3;Instalaciones;02-02-22;10-02-22;7 días;57,14;0;9
842;1.1.1.2.2.2.1.2.4;Aislacion;07-02-22;14-02-22;6 días;16,67;0;9
843;1.1.1.2.2.2.1.2.5;2da Cara Tabique;07-02-22;11-02-22;5 días;20;0;9
844;1.1.1.2.2.2.1.2.6;Huincha de Tabiques y cuadratura de Cajas;14-02-22;23-02-22;8 días;0;0;9
845;1.1.1.2.2.2.1.2.7;Nivelacion de Pisos;14-02-22;01-03-22;12 días;0;0;9
846;1.1.1.2.2.2.1.2.8;Remate de Rasgos;14-02-22;07-03-22;16 días;0;0;9
847;1.1.1.2.2.2.1.2.9;Sobre Losa en Terrazas;15-02-22;24-02-22;8 días;0;0;9
848;1.1.1.2.2.2.1.2.10;Impermeabilizacion Baños y Cocinas Cerradas;14-02-22;17-02-22;4 días;0;0;9
849;1.1.1.2.2.2.1.2.11;Recepcion Obra Gruesa;18-02-22;18-02-22;1 día;0;0;9
850;1.1.1.2.2.2.1.3;Fase 3;21-02-22;29-03-22;27 días;0;0;8
851;1.1.1.2.2.2.1.3.1;Tinas;21-02-22;02-03-22;8 días;0;0;9
852;1.1.1.2.2.2.1.3.2;Marcos de Puertas;21-02-22;22-02-22;2 días;0;0;9
853;1.1.1.2.2.2.1.3.3;Ventanas;21-02-22;22-02-22;2 días;0;0;9
854;1.1.1.2.2.2.1.3.4;Remate Ventanas;23-02-22;24-02-22;2 días;0;0;9
855;1.1.1.2.2.2.1.3.5;Barandas Vidriadas;23-02-22;24-02-22;2 días;0;0;9
856;1.1.1.2.2.2.1.3.6;Canteria Baños;23-02-22;10-03-22;12 días;0;0;9
857;1.1.1.2.2.2.1.3.7;Ceramica;25-02-22;17-03-22;15 días;0;0;9
858;1.1.1.2.2.2.1.3.8;Cornisas;21-02-22;28-02-22;6 días;0;0;9
859;1.1.1.2.2.2.1.3.9;Empastes;11-03-22;28-03-22;12 días;0;0;9
860;1.1.1.2.2.2.1.3.10;Cielo Deptos (Revisar Terminacion);14-03-22;21-03-22;6 días;0;0;9
861;1.1.1.2.2.2.1.3.11;Fondo Closet;14-03-22;17-03-22;4 días;0;0;9
862;1.1.1.2.2.2.1.3.12;Pintura;22-03-22;29-03-22;6 días;0;0;9
863;1.1.1.2.2.2.1.4;Fase 4;23-02-22;19-04-22;39 días;0;0;8
864;1.1.1.2.2.2.1.4.1;Artefactos;23-03-22;24-03-22;2 días;0;0;9
865;1.1.1.2.2.2.1.4.2;Muebles de Baño;24-03-22;24-03-22;1 día;0;0;9
866;1.1.1.2.2.2.1.4.3;Muebles de Cocina;18-03-22;28-03-22;7 días;0;0;9
867;1.1.1.2.2.2.1.4.4;Closet;18-03-22;25-03-22;6 días;0;0;9
868;1.1.1.2.2.2.1.4.5;Quincalleria;23-02-22;24-02-22;2 días;0;0;9
869;1.1.1.2.2.2.1.4.6;Manpara de Baño;23-02-22;24-02-22;2 días;0;0;9
870;1.1.1.2.2.2.1.4.7;Accesorios;30-03-22;04-04-22;4 días;0;0;9
871;1.1.1.2.2.2.1.4.8;Griferia;30-03-22;30-03-22;1 día;0;0;9
872;1.1.1.2.2.2.1.4.9;Piso Vinilico;29-03-22;05-04-22;6 días;0;0;9
873;1.1.1.2.2.2.1.4.10;Guardapolvos;06-04-22;08-04-22;3 días;0;0;9
874;1.1.1.2.2.2.1.4.11;Junquillos (Revisar ET);06-04-22;08-04-22;3 días;0;0;9
875;1.1.1.2.2.2.1.4.12;Papel Mural;31-03-22;08-04-22;7 días;0;0;9
876;1.1.1.2.2.2.1.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);01-04-22;01-04-22;1 día;0;0;9
877;1.1.1.2.2.2.1.4.14;Aseo;01-04-22;19-04-22;12 días;0;0;9
878;1.1.1.2.2.2.1.4.15;Entrega Area Comun;23-03-22;07-04-22;12 días;0;0;9
879;1.1.1.2.2.2.1.4.16;R1;04-04-22;13-04-22;8 días;0;0;9
880;1.1.1.2.2.2.2;Sector 2;25-01-22;28-04-22;67 días;7,28;0;7
881;1.1.1.2.2.2.2.1;Fase 1;25-01-22;14-02-22;15 días;63,33;0;8
882;1.1.1.2.2.2.2.1.1;Descarachado Muros y Cielos;25-01-22;02-02-22;7 días;100;0;9
883;1.1.1.2.2.2.2.1.2;Decargas ALC;26-01-22;28-01-22;3 días;100;0;9
884;1.1.1.2.2.2.2.1.3;Trazado de Tabiques;03-02-22;04-02-22;2 días;100;0;9
885;1.1.1.2.2.2.2.1.4;Rinconeo y Maquillaje de Muros;03-02-22;08-02-22;4 días;75;0;9
886;1.1.1.2.2.2.2.1.5;Maquillaje de Cielos;03-02-22;14-02-22;8 días;37,5;0;9
887;1.1.1.2.2.2.2.1.6;Grada Buque;07-02-22;14-02-22;6 días;16,67;0;9
888;1.1.1.2.2.2.2.2;Fase 2;08-02-22;16-03-22;27 días;0;0;8
889;1.1.1.2.2.2.2.2.1;Estructura Tabique;08-02-22;15-02-22;6 días;0;0;9
890;1.1.1.2.2.2.2.2.2;1era Cara Tabique;11-02-22;16-02-22;4 días;0;0;9
891;1.1.1.2.2.2.2.2.3;Instalaciones;11-02-22;21-02-22;7 días;0;0;9
892;1.1.1.2.2.2.2.2.4;Aislacion;16-02-22;23-02-22;6 días;0;0;9
893;1.1.1.2.2.2.2.2.5;2da Cara Tabique;16-02-22;22-02-22;5 días;0;0;9
894;1.1.1.2.2.2.2.2.6;Huincha de Tabiques y cuadratura de Cajas;23-02-22;04-03-22;8 días;0;0;9
895;1.1.1.2.2.2.2.2.7;Nivelacion de Pisos;23-02-22;10-03-22;12 días;0;0;9
896;1.1.1.2.2.2.2.2.8;Remate de Rasgos;23-02-22;16-03-22;16 días;0;0;9
897;1.1.1.2.2.2.2.2.9;Sobre Losa en Terrazas;24-02-22;07-03-22;8 días;0;0;9
898;1.1.1.2.2.2.2.2.10;Impermeabilizacion Baños y Cocinas Cerradas;23-02-22;28-02-22;4 días;0;0;9
899;1.1.1.2.2.2.2.2.11;Recepcion Obra Gruesa;01-03-22;01-03-22;1 día;0;0;9
900;1.1.1.2.2.2.2.3;Fase 3;02-03-22;07-04-22;27 días;0;0;8
901;1.1.1.2.2.2.2.3.1;Tinas;02-03-22;11-03-22;8 días;0;0;9
902;1.1.1.2.2.2.2.3.2;Marcos de Puertas;02-03-22;03-03-22;2 días;0;0;9
903;1.1.1.2.2.2.2.3.3;Ventanas;02-03-22;03-03-22;2 días;0;0;9
904;1.1.1.2.2.2.2.3.4;Remate Ventanas;04-03-22;07-03-22;2 días;0;0;9
905;1.1.1.2.2.2.2.3.5;Barandas Vidriadas;04-03-22;07-03-22;2 días;0;0;9
906;1.1.1.2.2.2.2.3.6;Canteria Baños;04-03-22;21-03-22;12 días;0;0;9
907;1.1.1.2.2.2.2.3.7;Ceramica;08-03-22;28-03-22;15 días;0;0;9
908;1.1.1.2.2.2.2.3.8;Cornisas;02-03-22;09-03-22;6 días;0;0;9
909;1.1.1.2.2.2.2.3.9;Empastes;22-03-22;06-04-22;12 días;0;0;9
910;1.1.1.2.2.2.2.3.10;Cielo Deptos (Revisar Terminacion);23-03-22;30-03-22;6 días;0;0;9
911;1.1.1.2.2.2.2.3.11;Fondo Closet;23-03-22;28-03-22;4 días;0;0;9
912;1.1.1.2.2.2.2.3.12;Pintura;31-03-22;07-04-22;6 días;0;0;9
913;1.1.1.2.2.2.2.4;Fase 4;04-03-22;28-04-22;39 días;0;0;8
914;1.1.1.2.2.2.2.4.1;Artefactos;01-04-22;04-04-22;2 días;0;0;9
915;1.1.1.2.2.2.2.4.2;Muebles de Baño;04-04-22;04-04-22;1 día;0;0;9
916;1.1.1.2.2.2.2.4.3;Muebles de Cocina;29-03-22;06-04-22;7 días;0;0;9
917;1.1.1.2.2.2.2.4.4;Closet;29-03-22;05-04-22;6 días;0;0;9
918;1.1.1.2.2.2.2.4.5;Quincalleria;04-03-22;07-03-22;2 días;0;0;9
919;1.1.1.2.2.2.2.4.6;Manpara de Baño;04-03-22;07-03-22;2 días;0;0;9
920;1.1.1.2.2.2.2.4.7;Accesorios;08-04-22;13-04-22;4 días;0;0;9
921;1.1.1.2.2.2.2.4.8;Griferia;08-04-22;08-04-22;1 día;0;0;9
922;1.1.1.2.2.2.2.4.9;Piso Vinilico;07-04-22;14-04-22;6 días;0;0;9
923;1.1.1.2.2.2.2.4.10;Guardapolvos;18-04-22;20-04-22;3 días;0;0;9
924;1.1.1.2.2.2.2.4.11;Junquillos (Revisar ET);18-04-22;20-04-22;3 días;0;0;9
925;1.1.1.2.2.2.2.4.12;Papel Mural;11-04-22;20-04-22;7 días;0;0;9
926;1.1.1.2.2.2.2.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);12-04-22;12-04-22;1 día;0;0;9
927;1.1.1.2.2.2.2.4.14;Aseo;12-04-22;28-04-22;12 días;0;0;9
928;1.1.1.2.2.2.2.4.15;Entrega Area Comun;01-04-22;19-04-22;12 días;0;0;9
929;1.1.1.2.2.2.2.4.16;R1;13-04-22;25-04-22;8 días;0;0;9
930;1.1.1.2.2.2.3;Sector 3;03-02-22;09-05-22;67 días;1,92;0;7
931;1.1.1.2.2.2.3.1;Fase 1;03-02-22;23-02-22;15 días;16,67;0;8
932;1.1.1.2.2.2.3.1.1;Descarachado Muros y Cielos;03-02-22;11-02-22;7 días;42,86;0;9
933;1.1.1.2.2.2.3.1.2;Decargas ALC;04-02-22;08-02-22;3 días;66,67;0;9
934;1.1.1.2.2.2.3.1.3;Trazado de Tabiques;14-02-22;15-02-22;2 días;0;0;9
935;1.1.1.2.2.2.3.1.4;Rinconeo y Maquillaje de Muros;14-02-22;17-02-22;4 días;0;0;9
936;1.1.1.2.2.2.3.1.5;Maquillaje de Cielos;14-02-22;23-02-22;8 días;0;0;9
937;1.1.1.2.2.2.3.1.6;Grada Buque;16-02-22;23-02-22;6 días;0;0;9
938;1.1.1.2.2.2.3.2;Fase 2;17-02-22;25-03-22;27 días;0;0;8
939;1.1.1.2.2.2.3.2.1;Estructura Tabique;17-02-22;24-02-22;6 días;0;0;9
940;1.1.1.2.2.2.3.2.2;1era Cara Tabique;22-02-22;25-02-22;4 días;0;0;9
941;1.1.1.2.2.2.3.2.3;Instalaciones;22-02-22;02-03-22;7 días;0;0;9
942;1.1.1.2.2.2.3.2.4;Aislacion;25-02-22;04-03-22;6 días;0;0;9
943;1.1.1.2.2.2.3.2.5;2da Cara Tabique;25-02-22;03-03-22;5 días;0;0;9
944;1.1.1.2.2.2.3.2.6;Huincha de Tabiques y cuadratura de Cajas;04-03-22;15-03-22;8 días;0;0;9
945;1.1.1.2.2.2.3.2.7;Nivelacion de Pisos;04-03-22;21-03-22;12 días;0;0;9
946;1.1.1.2.2.2.3.2.8;Remate de Rasgos;04-03-22;25-03-22;16 días;0;0;9
947;1.1.1.2.2.2.3.2.9;Sobre Losa en Terrazas;07-03-22;16-03-22;8 días;0;0;9
948;1.1.1.2.2.2.3.2.10;Impermeabilizacion Baños y Cocinas Cerradas;04-03-22;09-03-22;4 días;0;0;9
949;1.1.1.2.2.2.3.2.11;Recepcion Obra Gruesa;10-03-22;10-03-22;1 día;0;0;9
950;1.1.1.2.2.2.3.3;Fase 3;11-03-22;19-04-22;27 días;0;0;8
951;1.1.1.2.2.2.3.3.1;Tinas;11-03-22;22-03-22;8 días;0;0;9
952;1.1.1.2.2.2.3.3.2;Marcos de Puertas;11-03-22;14-03-22;2 días;0;0;9
953;1.1.1.2.2.2.3.3.3;Ventanas;11-03-22;14-03-22;2 días;0;0;9
954;1.1.1.2.2.2.3.3.4;Remate Ventanas;15-03-22;16-03-22;2 días;0;0;9
955;1.1.1.2.2.2.3.3.5;Barandas Vidriadas;15-03-22;16-03-22;2 días;0;0;9
956;1.1.1.2.2.2.3.3.6;Canteria Baños;15-03-22;30-03-22;12 días;0;0;9
957;1.1.1.2.2.2.3.3.7;Ceramica;17-03-22;06-04-22;15 días;0;0;9
958;1.1.1.2.2.2.3.3.8;Cornisas;11-03-22;18-03-22;6 días;0;0;9
959;1.1.1.2.2.2.3.3.9;Empastes;31-03-22;18-04-22;12 días;0;0;9
960;1.1.1.2.2.2.3.3.10;Cielo Deptos (Revisar Terminacion);01-04-22;08-04-22;6 días;0;0;9
961;1.1.1.2.2.2.3.3.11;Fondo Closet;01-04-22;06-04-22;4 días;0;0;9
962;1.1.1.2.2.2.3.3.12;Pintura;11-04-22;19-04-22;6 días;0;0;9
963;1.1.1.2.2.2.3.4;Fase 4;15-03-22;09-05-22;39 días;0;0;8
964;1.1.1.2.2.2.3.4.1;Artefactos;12-04-22;13-04-22;2 días;0;0;9
965;1.1.1.2.2.2.3.4.2;Muebles de Baño;13-04-22;13-04-22;1 día;0;0;9
966;1.1.1.2.2.2.3.4.3;Muebles de Cocina;07-04-22;18-04-22;7 días;0;0;9
967;1.1.1.2.2.2.3.4.4;Closet;07-04-22;14-04-22;6 días;0;0;9
968;1.1.1.2.2.2.3.4.5;Quincalleria;15-03-22;16-03-22;2 días;0;0;9
969;1.1.1.2.2.2.3.4.6;Manpara de Baño;15-03-22;16-03-22;2 días;0;0;9
970;1.1.1.2.2.2.3.4.7;Accesorios;20-04-22;25-04-22;4 días;0;0;9
971;1.1.1.2.2.2.3.4.8;Griferia;20-04-22;20-04-22;1 día;0;0;9
972;1.1.1.2.2.2.3.4.9;Piso Vinilico;19-04-22;26-04-22;6 días;0;0;9
973;1.1.1.2.2.2.3.4.10;Guardapolvos;27-04-22;29-04-22;3 días;0;0;9
974;1.1.1.2.2.2.3.4.11;Junquillos (Revisar ET);27-04-22;29-04-22;3 días;0;0;9
975;1.1.1.2.2.2.3.4.12;Papel Mural;21-04-22;29-04-22;7 días;0;0;9
976;1.1.1.2.2.2.3.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);22-04-22;22-04-22;1 día;0;0;9
977;1.1.1.2.2.2.3.4.14;Aseo;22-04-22;09-05-22;12 días;0;0;9
978;1.1.1.2.2.2.3.4.15;Entrega Area Comun;12-04-22;28-04-22;12 días;0;0;9
979;1.1.1.2.2.2.3.4.16;R1;25-04-22;04-05-22;8 días;0;0;9
980;1.1.1.2.2.2.4;Sector 4;14-02-22;18-05-22;67 días;0;0;7
981;1.1.1.2.2.2.4.1;Fase 1;14-02-22;04-03-22;15 días;0;0;8
982;1.1.1.2.2.2.4.1.1;Descarachado Muros y Cielos;14-02-22;22-02-22;7 días;0;0;9
983;1.1.1.2.2.2.4.1.2;Decargas ALC;15-02-22;17-02-22;3 días;0;0;9
984;1.1.1.2.2.2.4.1.3;Trazado de Tabiques;23-02-22;24-02-22;2 días;0;0;9
985;1.1.1.2.2.2.4.1.4;Rinconeo y Maquillaje de Muros;23-02-22;28-02-22;4 días;0;0;9
986;1.1.1.2.2.2.4.1.5;Maquillaje de Cielos;23-02-22;04-03-22;8 días;0;0;9
987;1.1.1.2.2.2.4.1.6;Grada Buque;25-02-22;04-03-22;6 días;0;0;9
988;1.1.1.2.2.2.4.2;Fase 2;28-02-22;05-04-22;27 días;0;0;8
989;1.1.1.2.2.2.4.2.1;Estructura Tabique;28-02-22;07-03-22;6 días;0;0;9
990;1.1.1.2.2.2.4.2.2;1era Cara Tabique;03-03-22;08-03-22;4 días;0;0;9
991;1.1.1.2.2.2.4.2.3;Instalaciones;03-03-22;11-03-22;7 días;0;0;9
992;1.1.1.2.2.2.4.2.4;Aislacion;08-03-22;15-03-22;6 días;0;0;9
993;1.1.1.2.2.2.4.2.5;2da Cara Tabique;08-03-22;14-03-22;5 días;0;0;9
994;1.1.1.2.2.2.4.2.6;Huincha de Tabiques y cuadratura de Cajas;15-03-22;24-03-22;8 días;0;0;9
995;1.1.1.2.2.2.4.2.7;Nivelacion de Pisos;15-03-22;30-03-22;12 días;0;0;9
996;1.1.1.2.2.2.4.2.8;Remate de Rasgos;15-03-22;05-04-22;16 días;0;0;9
997;1.1.1.2.2.2.4.2.9;Sobre Losa en Terrazas;16-03-22;25-03-22;8 días;0;0;9
998;1.1.1.2.2.2.4.2.10;Impermeabilizacion Baños y Cocinas Cerradas;15-03-22;18-03-22;4 días;0;0;9
999;1.1.1.2.2.2.4.2.11;Recepcion Obra Gruesa;21-03-22;21-03-22;1 día;0;0;9
1000;1.1.1.2.2.2.4.3;Fase 3;22-03-22;28-04-22;27 días;0;0;8
1001;1.1.1.2.2.2.4.3.1;Tinas;22-03-22;31-03-22;8 días;0;0;9
1002;1.1.1.2.2.2.4.3.2;Marcos de Puertas;22-03-22;23-03-22;2 días;0;0;9
1003;1.1.1.2.2.2.4.3.3;Ventanas;22-03-22;23-03-22;2 días;0;0;9
1004;1.1.1.2.2.2.4.3.4;Remate Ventanas;24-03-22;25-03-22;2 días;0;0;9
1005;1.1.1.2.2.2.4.3.5;Barandas Vidriadas;24-03-22;25-03-22;2 días;0;0;9
1006;1.1.1.2.2.2.4.3.6;Canteria Baños;24-03-22;08-04-22;12 días;0;0;9
1007;1.1.1.2.2.2.4.3.7;Ceramica;28-03-22;18-04-22;15 días;0;0;9
1008;1.1.1.2.2.2.4.3.8;Cornisas;22-03-22;29-03-22;6 días;0;0;9
1009;1.1.1.2.2.2.4.3.9;Empastes;11-04-22;27-04-22;12 días;0;0;9
1010;1.1.1.2.2.2.4.3.10;Cielo Deptos (Revisar Terminacion);12-04-22;20-04-22;6 días;0;0;9
1011;1.1.1.2.2.2.4.3.11;Fondo Closet;12-04-22;18-04-22;4 días;0;0;9
1012;1.1.1.2.2.2.4.3.12;Pintura;21-04-22;28-04-22;6 días;0;0;9
1013;1.1.1.2.2.2.4.4;Fase 4;24-03-22;18-05-22;39 días;0;0;8
1014;1.1.1.2.2.2.4.4.1;Artefactos;22-04-22;25-04-22;2 días;0;0;9
1015;1.1.1.2.2.2.4.4.2;Muebles de Baño;25-04-22;25-04-22;1 día;0;0;9
1016;1.1.1.2.2.2.4.4.3;Muebles de Cocina;19-04-22;27-04-22;7 días;0;0;9
1017;1.1.1.2.2.2.4.4.4;Closet;19-04-22;26-04-22;6 días;0;0;9
1018;1.1.1.2.2.2.4.4.5;Quincalleria;24-03-22;25-03-22;2 días;0;0;9
1019;1.1.1.2.2.2.4.4.6;Manpara de Baño;24-03-22;25-03-22;2 días;0;0;9
1020;1.1.1.2.2.2.4.4.7;Accesorios;29-04-22;04-05-22;4 días;0;0;9
1021;1.1.1.2.2.2.4.4.8;Griferia;29-04-22;29-04-22;1 día;0;0;9
1022;1.1.1.2.2.2.4.4.9;Piso Vinilico;28-04-22;05-05-22;6 días;0;0;9
1023;1.1.1.2.2.2.4.4.10;Guardapolvos;06-05-22;10-05-22;3 días;0;0;9
1024;1.1.1.2.2.2.4.4.11;Junquillos (Revisar ET);06-05-22;10-05-22;3 días;0;0;9
1025;1.1.1.2.2.2.4.4.12;Papel Mural;02-05-22;10-05-22;7 días;0;0;9
1026;1.1.1.2.2.2.4.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);03-05-22;03-05-22;1 día;0;0;9
1027;1.1.1.2.2.2.4.4.14;Aseo;03-05-22;18-05-22;12 días;0;0;9
1028;1.1.1.2.2.2.4.4.15;Entrega Area Comun;22-04-22;09-05-22;12 días;0;0;9
1029;1.1.1.2.2.2.4.4.16;R1;04-05-22;13-05-22;8 días;0;0;9
1030;1.1.1.2.2.2.5;Sector 5;23-02-22;27-05-22;67 días;0;0;7
1031;1.1.1.2.2.2.5.1;Fase 1;23-02-22;15-03-22;15 días;0;0;8
1032;1.1.1.2.2.2.5.1.1;Descarachado Muros y Cielos;23-02-22;03-03-22;7 días;0;0;9
1033;1.1.1.2.2.2.5.1.2;Decargas ALC;24-02-22;28-02-22;3 días;0;0;9
1034;1.1.1.2.2.2.5.1.3;Trazado de Tabiques;04-03-22;07-03-22;2 días;0;0;9
1035;1.1.1.2.2.2.5.1.4;Rinconeo y Maquillaje de Muros;04-03-22;09-03-22;4 días;0;0;9
1036;1.1.1.2.2.2.5.1.5;Maquillaje de Cielos;04-03-22;15-03-22;8 días;0;0;9
1037;1.1.1.2.2.2.5.1.6;Grada Buque;08-03-22;15-03-22;6 días;0;0;9
1038;1.1.1.2.2.2.5.2;Fase 2;09-03-22;14-04-22;27 días;0;0;8
1039;1.1.1.2.2.2.5.2.1;Estructura Tabique;09-03-22;16-03-22;6 días;0;0;9
1040;1.1.1.2.2.2.5.2.2;1era Cara Tabique;14-03-22;17-03-22;4 días;0;0;9
1041;1.1.1.2.2.2.5.2.3;Instalaciones;14-03-22;22-03-22;7 días;0;0;9
1042;1.1.1.2.2.2.5.2.4;Aislacion;17-03-22;24-03-22;6 días;0;0;9
1043;1.1.1.2.2.2.5.2.5;2da Cara Tabique;17-03-22;23-03-22;5 días;0;0;9
1044;1.1.1.2.2.2.5.2.6;Huincha de Tabiques y cuadratura de Cajas;24-03-22;04-04-22;8 días;0;0;9
1045;1.1.1.2.2.2.5.2.7;Nivelacion de Pisos;24-03-22;08-04-22;12 días;0;0;9
1046;1.1.1.2.2.2.5.2.8;Remate de Rasgos;24-03-22;14-04-22;16 días;0;0;9
1047;1.1.1.2.2.2.5.2.9;Sobre Losa en Terrazas;25-03-22;05-04-22;8 días;0;0;9
1048;1.1.1.2.2.2.5.2.10;Impermeabilizacion Baños y Cocinas Cerradas;24-03-22;29-03-22;4 días;0;0;9
1049;1.1.1.2.2.2.5.2.11;Recepcion Obra Gruesa;30-03-22;30-03-22;1 día;0;0;9
1050;1.1.1.2.2.2.5.3;Fase 3;31-03-22;09-05-22;27 días;0;0;8
1051;1.1.1.2.2.2.5.3.1;Tinas;31-03-22;11-04-22;8 días;0;0;9
1052;1.1.1.2.2.2.5.3.2;Marcos de Puertas;31-03-22;01-04-22;2 días;0;0;9
1053;1.1.1.2.2.2.5.3.3;Ventanas;31-03-22;01-04-22;2 días;0;0;9
1054;1.1.1.2.2.2.5.3.4;Remate Ventanas;04-04-22;05-04-22;2 días;0;0;9
1055;1.1.1.2.2.2.5.3.5;Barandas Vidriadas;04-04-22;05-04-22;2 días;0;0;9
1056;1.1.1.2.2.2.5.3.6;Canteria Baños;04-04-22;20-04-22;12 días;0;0;9
1057;1.1.1.2.2.2.5.3.7;Ceramica;06-04-22;27-04-22;15 días;0;0;9
1058;1.1.1.2.2.2.5.3.8;Cornisas;31-03-22;07-04-22;6 días;0;0;9
1059;1.1.1.2.2.2.5.3.9;Empastes;21-04-22;06-05-22;12 días;0;0;9
1060;1.1.1.2.2.2.5.3.10;Cielo Deptos (Revisar Terminacion);22-04-22;29-04-22;6 días;0;0;9
1061;1.1.1.2.2.2.5.3.11;Fondo Closet;22-04-22;27-04-22;4 días;0;0;9
1062;1.1.1.2.2.2.5.3.12;Pintura;02-05-22;09-05-22;6 días;0;0;9
1063;1.1.1.2.2.2.5.4;Fase 4;04-04-22;27-05-22;39 días;0;0;8
1064;1.1.1.2.2.2.5.4.1;Artefactos;03-05-22;04-05-22;2 días;0;0;9
1065;1.1.1.2.2.2.5.4.2;Muebles de Baño;04-05-22;04-05-22;1 día;0;0;9
1066;1.1.1.2.2.2.5.4.3;Muebles de Cocina;28-04-22;06-05-22;7 días;0;0;9
1067;1.1.1.2.2.2.5.4.4;Closet;28-04-22;05-05-22;6 días;0;0;9
1068;1.1.1.2.2.2.5.4.5;Quincalleria;04-04-22;05-04-22;2 días;0;0;9
1069;1.1.1.2.2.2.5.4.6;Manpara de Baño;04-04-22;05-04-22;2 días;0;0;9
1070;1.1.1.2.2.2.5.4.7;Accesorios;10-05-22;13-05-22;4 días;0;0;9
